playid	id	emolabel	emolevel	tag
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.2901.s.2	Verdriet	Emotie	bedroef
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.2901.s.2	Liefde	Lichaamswerking	drift
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.2901.s.2	Liefde	EmotioneleHandeling	omhelzen
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.2901.s.3	Liefde	Lichaamswerking	omhels
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.2928.s.1	Liefde	Emotie	liefde
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.2944.s.1	Jaloezie	Emotie	jalouzy
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.2977.s.2	Jaloezie	Emotie	jalouzy
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3021.s.2	Verdriet	Emotie	smart
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3021.s.4	Verdriet	Emotie	droefheit
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3021.s.4	Liefde	Lichaamsdeel	hart
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3021.s.5	Liefde	Emotie	min
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3021.s.9	Liefde	Emotie	min
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3147.s.3	Liefde	Lichaamsdeel	hart
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3193.s.1	Angst	Emotie	vrezen
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3240.s.4	Angst	Emotie	vreest
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3367.s.1	Verdriet	Emotie	droef
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3397.s.1	Liefde	Emotie	beminnen
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3458.s.1	Bedruktheid	Lichaamsdeel	hart en ziel
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3579.s.3	Blijdschap	Emotie	vreugt
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3593.s.1	Overig	Emotie	nieuwsgierigheid
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3608.s.1	Overig	Emotie	nieusgierigheid
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3730.s.2	Liefde	Emotie	min
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3730.s.2	Liefde	Lichaamsdeel	hart
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3741.s.2	Liefde	Emotie	liefde
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3741.s.2	Liefde	Emotie	min
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3741.s.2	Liefde	Emotie	min
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3741.s.2	Liefde	Emotie	min
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3741.s.2	Liefde	Emotie	min
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3746.s.1	Liefde	Emotie	min
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3796.s.2	Liefde	Emotie	min
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3796.s.2	Liefde	Emotie	minnen
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3796.s.2	Blijdschap	Emotie	vreugt
focq001mini02	focq001mini02_01.TEI.2.text.body.div.sp.3832.s.1	Angst	Emotie	vrees
focq001mini02	focq001mini02_01.TEI.2.text.body.div.sp.3832.s.1	Angst	Emotie	vreezend
focq001mini02	focq001mini02_01.TEI.2.text.body.div.sp.3832.s.1	Angst	Lichaamsdeel	hart
focq001mini02	focq001mini02_01.TEI.2.text.body.div.sp.3832.s.1	Liefde	Emotie	min
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3853.s.5	Ontroering	Emotie	ontroeren
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3853.s.5	Ontroering	Lichaamsdeel	geest
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3861.s.2	Woede	Emotie	gram
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3893.s.1	Liefde	Emotie	verliefd
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3893.s.1	Blijdschap	Emotie	vreugt
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3912.s.2	Liefde	Emotie	min
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3967.s.2	Liefde	Emotie	minnen
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3967.s.2	Liefde	Emotie	minnevlam
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3967.s.2	Liefde	Lichaamswerking	minnevlam
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3967.s.2	Liefde	Lichaamsdeel	boezemen
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3967.s.3	Verwondering	Emotie	verrast
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3967.s.3	Liefde	Emotie	min
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3967.s.3	Liefde	Emotie	verliefde
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3967.s.3	Liefde	Lichaamsdeel	geest
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3967.s.3	Verdriet	Emotie	smart
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3967.s.3	Liefde	EmotioneleHandeling	aanbid
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3967.s.3	Liefde	EmotioneleHandeling	bemin
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3976.s.1	Liefde	Emotie	min
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3976.s.1	Liefde	Emotie	min
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3976.s.1	Liefde	Emotie	min
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3976.s.1	Liefde	Emotie	min
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3992.s.1	Liefde	Emotie	liefde
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3992.s.6	Haat	Emotie	haat
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3992.s.7	Liefde	EmotioneleHandeling	kussen
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3992.s.7	Woede	Emotie	gramschap
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3997.s.2	Woede	Lichaamswerking	drift
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.3997.s.2	Woede	Emotie	gramschap
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4017.s.1	Verdriet	Lichaamsdeel	ziel
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4017.s.1	Verdriet	Emotie	droefheid
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4027.s.1	Verdriet	Lichaamswerking	tranen
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4027.s.1	Verdriet	Lichaamsdeel	oogen
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4152.s.1	Blijdschap	Lichaamswerking	hoe danst myn hart van vreugt
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4152.s.1	Blijdschap	Lichaamsdeel	hart
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4152.s.1	Blijdschap	Emotie	vreugt
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4167.s.3	Verdriet	Emotie	droefheit
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4178.s.1	Haat	Emotie	haat
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4178.s.1	Woede	Emotie	vergramde
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4178.s.2	Wroeging	Emotie	berouw
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4178.s.2	Woede	Emotie	gramschap
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4204.s.1	Angst	Emotie	bang
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4204.s.1	Angst	Lichaamswerking	bang zoud kyken
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4249.s.1	Angst	Emotie	vrees
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4249.s.1	Wroeging	Emotie	naberouw
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4249.s.1	Liefde	Emotie	minnen
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4249.s.1	Jaloezie	Emotie	jalouzy
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4249.s.1	Jaloezie	Emotie	jalouzy
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4249.s.1	Woede	Lichaamswerking	vuur
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4249.s.1	Woede	Lichaamswerking	razerny
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4249.s.1	Woede	Emotie	razerny
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4249.s.1	Jaloezie	Emotie	jalouzy
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4249.s.1	Jaloezie	Emotie	jalouzy
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4264.s.1	Verdriet	Emotie	droef heit
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4264.s.1	Blijdschap	Emotie	vreugd
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4264.s.1	Blijdschap	Emotie	vreugt
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4264.s.1	Verdriet	Emotie	smart
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4276.s.1	Blijdschap	Emotie	vreugt
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4276.s.1	Hoop	Emotie	hoop
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4276.s.1	Liefde	Emotie	min
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4314.s.2	Blijdschap	Emotie	vreugt
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4314.s.2	Angst	Emotie	vrees
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4314.s.2	Blijdschap	Emotie	verheugt
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4314.s.2	Liefde	Emotie	bemint
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4355.s.1	Blijdschap	Emotie	vreugt
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4468.s.1	Angst	Emotie	vrezen
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4508.s.1	Angst	Emotie	vrees
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4508.s.2	Angst	Emotie	vrezen
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4508.s.2	Jaloezie	Emotie	benyen
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4557.s.1	Verlangen	Emotie	verlangen
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4566.s.3	Woede	Emotie	razerny
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4726.s.1	Wrok	Emotie	spyt
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4726.s.3	Wrok	Emotie	spyt
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4739.s.2	Liefde	Emotie	min
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4778.s.1	Wrok	Emotie	spyt
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4778.s.2	Angst	Emotie	angsten
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4798.s.1	Wrok	Emotie	spyt
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4828.s.4	Liefde	Emotie	min
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4883.s.1	Angst	Emotie	vrezen
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4968.s.2	Liefde	Lichaamswerking	minne-vlam
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4968.s.2	Liefde	Lichaamswerking	boezem had doen blaaken
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4968.s.2	Liefde	Lichaamsdeel	boezem
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4968.s.2	Jaloezie	Emotie	jalouzy
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4968.s.2	Liefde	Emotie	beminnen
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4968.s.3	Liefde	Emotie	min
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4968.s.5	Gemis	Emotie	rouw
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4968.s.5	Verdriet	Emotie	rouw
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4968.s.5	Gemis	Lichaamsdeel	hart
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4968.s.5	Verdriet	Lichaamsdeel	hart
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4968.s.5	Blijdschap	Emotie	vreugt
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4981.s.1	Liefde	Emotie	min
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4988.s.1	Angst	Emotie	vreesde
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.4993.s.1	Mededogen	Emotie	medely
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.5014.s.1	Angst	Emotie	schrik
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.5014.s.2	Wanhoop	Emotie	wanhoop
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.5014.s.2	Liefde	Emotie	bemint
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.5014.s.2	Liefde	Emotie	beminde
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.5033.s.1	Liefde	Emotie	bemindt
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.5041.s.1	Liefde	Emotie	liefde
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.5041.s.1	Verdriet	Emotie	smart
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.5052.s.2	Blijdschap	Emotie	blydschap
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.5069.s.1	Blijdschap	Emotie	vreugt
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.5076.s.1	Blijdschap	Emotie	geluk
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.5085.s.1	Liefde	Emotie	beminnen
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.5085.s.1	Bedruktheid	Emotie	zwarigheit
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.5085.s.1	Liefde	Emotie	min
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.5115.s.1	Liefde	Emotie	beminden
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.5147.s.1	Teleurstelling	Emotie	berouwen
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.5152.s.1	Blijdschap	Emotie	vreugt
focq001mini02	focq001mini02_01.TEI.2.text.body.div.div.sp.5157.s.1	Blijdschap	Emotie	vreugt
fres003pefr01	fres003pefr01_01.TEI.2.text.body.div.div.sp.218.s.2	Angst	Emotie	vrees
fres003pefr01	fres003pefr01_01.TEI.2.text.body.div.div.sp.271.s.2	Woede	EmotioneleHandeling	op-scheuren
fres003pefr01	fres003pefr01_01.TEI.2.text.body.div.div.sp.340.s.2	Overig	Emotie	nieuwsgierigheid
fres003pefr01	fres003pefr01_01.TEI.2.text.body.div.div.sp.498.s.2	Woede	Emotie	spyt
fres003pefr01	fres003pefr01_01.TEI.2.text.body.div.div.sp.563.s.3	Angst	Lichaamswerking	bezwyk
fres003pefr01	fres003pefr01_01.TEI.2.text.body.div.div.sp.656.s.3	Angst	Emotie	vrees
fres003pefr01	fres003pefr01_01.TEI.2.text.body.div.div.sp.676.s.2	Angst	Emotie	angstig
fres003pefr01	fres003pefr01_01.TEI.2.text.body.div.div.sp.680.s.3	Angst	Emotie	vreesje
fres003pefr01	fres003pefr01_01.TEI.2.text.body.div.div.sp.805.s.3	Angst	Emotie	vrees
fres003pefr01	fres003pefr01_01.TEI.2.text.body.div.div.sp.805.s.3	Angst	Emotie	schroomen
fres003pefr01	fres003pefr01_01.TEI.2.text.body.div.div.sp.816.s.3	Angst	Emotie	verschrik'lyk
fres003pefr01	fres003pefr01_01.TEI.2.text.body.div.div.sp.816.s.5	Angst	Emotie	vreezen
fres003pefr01	fres003pefr01_01.TEI.2.text.body.div.div.sp.816.s.8	Angst	Lichaamswerking	hartlyvigheid
fres003pefr01	fres003pefr01_01.TEI.2.text.body.div.div.sp.902.s.2	Walging	Emotie	walg
fres003pefr01	fres003pefr01_01.TEI.2.text.body.div.div.sp.1033.s.2	Woede	Emotie	boos
fres003pefr01	fres003pefr01_01.TEI.2.text.body.div.div.sp.1033.s.3	Woede	EmotioneleHandeling	krabt
fres003pefr01	fres003pefr01_01.TEI.2.text.body.div.div.sp.1033.s.3	Woede	Lichaamsdeel	ooren
fres003pefr01	fres003pefr01_01.TEI.2.text.body.div.div.sp.1033.s.3	Woede	Emotie	spyt
fres003pefr01	fres003pefr01_01.TEI.2.text.body.div.div.sp.1068.s.5	Woede	Lichaamswerking	verscheurje
fres003pefr01	fres003pefr01_01.TEI.2.text.body.div.div.sp.1068.s.5	Woede	Lichaamsdeel	tanden
fres003pefr01	fres003pefr01_01.TEI.2.text.body.div.div.sp.1089.s.2	Woede	EmotioneleHandeling	verlies van spyt myn zinnen
fres003pefr01	fres003pefr01_01.TEI.2.text.body.div.div.sp.1089.s.2	Woede	Emotie	spyt
fres003pefr01	fres003pefr01_01.TEI.2.text.body.div.div.sp.1182.s.3	Woede	Emotie	kwaed
fres003pefr01	fres003pefr01_01.TEI.2.text.body.div.div.sp.1195.s.2	Overig	Emotie	weetzugtig
fres003pefr01	fres003pefr01_01.TEI.2.text.body.div.div.sp.1447.s.2	Angst	Lichaamswerking	besturven
fres003pefr01	fres003pefr01_01.TEI.2.text.body.div.div.sp.1447.s.2	Angst	Emotie	schrik
fres003pefr01	fres003pefr01_01.TEI.2.text.body.div.div.sp.1503.s.2	Angst	Emotie	benaaut
fres003pefr01	fres003pefr01_01.TEI.2.text.body.div.div.sp.1539.s.4	Mededogen	Emotie	mêedogen
fres003pefr01	fres003pefr01_01.TEI.2.text.body.div.div.sp.1580.s.4	Angst	Emotie	schrik
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1080.s.3	Blijdschap	Emotie	verblyd
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1080.s.3	Verdriet	Emotie	bedroefd
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1080.s.3	Wrok	Emotie	verbolgen
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1080.s.4	Overig	Emotie	dankbaar
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1080.s.4	Overig	Lichaamsdeel	hart
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1080.s.5	Liefde	Emotie	liefde
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1080.s.5	Toewijding	Emotie	liefde
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1080.s.5	Blijdschap	Emotie	vreugd
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1111.s.2	Verdriet	Emotie	smart
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1111.s.2	Verdriet	Lichaamsdeel	hart
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1118.s.1	Verdriet	Emotie	smart
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1142.s.1	Angst	Emotie	vreest
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1228.s.1	Verdriet	Emotie	berouwd
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1228.s.1	Wroeging	Emotie	berouwd
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1228.s.1	Bezorgdheid	Emotie	zorg
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1242.s.1	Angst	Emotie	vreesd
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1294.s.1	Angst	Emotie	vreesen
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1294.s.3	Schaamte	Emotie	schromen
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1294.s.3	Angst	Emotie	schromen
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1294.s.5	Blijdschap	Emotie	vermaak
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1294.s.5	Liefde	Emotie	liefd
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1294.s.6	Trouw	Emotie	trouwe
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1294.s.6	Trouw	Lichaamsdeel	hart
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1307.s.1	Blijdschap	Emotie	vreugd
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1372.s.1	Hoop	Emotie	gewenscht
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1434.s.1	Woede	Emotie	woeste
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1434.s.1	Woede	Lichaamsdeel	hand
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1434.s.3	Verdriet	Lichaamsdeel	hart
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1434.s.3	Verdriet	Emotie	verdriet
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1434.s.4	Verdriet	Lichaamsdeel	traanen
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1434.s.5	Angst	Lichaamsdeel	hart
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1434.s.5	Angst	Emotie	bevreesd
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1474.s.4	Angst	Emotie	vreesen
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1515.s.2	Overig	Lichaamswerking	driften
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1515.s.2	Overig	Lichaamsdeel	hart
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1515.s.2	Wraakzucht	Emotie	wraak
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1531.s.1	Wraakzucht	Emotie	wraak
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1531.s.1	Haat	Emotie	gehaate
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1601.s.1	Walging	Emotie	afkeer
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1601.s.1	Haat	Emotie	afkeer
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1601.s.1	Haat	Emotie	haat
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1601.s.3	Angst	Emotie	vreesen
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1601.s.4	Wraakzucht	Emotie	wreeken
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1640.s.1	Blijdschap	Lichaamsdeel	hart
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1640.s.1	Blijdschap	Emotie	vreugd
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1640.s.1	Blijdschap	Emotie	vrolykheid
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1672.s.1	Geluk	Emotie	geluk
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1672.s.1	Geluk	Emotie	geluk
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1672.s.1	Geluk	Emotie	geluk
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1672.s.1	Geluk	Emotie	geluk
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1672.s.3	Liefde	Emotie	liefd
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1672.s.3	Walging	Emotie	veragtende
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1672.s.3	Liefde	Emotie	minnen
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1727.s.1	Blijdschap	Emotie	vreugd
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1727.s.5	Liefde	Emotie	liefd
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1727.s.5	Haat	Emotie	haat
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1763.s.1	Haat	Emotie	haat
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1763.s.1	Haat	Emotie	haat
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1763.s.1	Haat	Lichaamsdeel	hart
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1763.s.1	Liefde	Lichaamsdeel	hart
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1763.s.1	Haat	Emotie	haaten
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1763.s.1	Liefde	Emotie	minnen
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1763.s.1	Haat	Emotie	haat
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1763.s.1	Haat	Emotie	haat
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1763.s.2	Liefde	Emotie	min
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1763.s.2	Liefde	Emotie	min
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1763.s.2	Liefde	Emotie	min
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1763.s.2	Liefde	Emotie	min
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1763.s.2	Haat	Emotie	haat
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1778.s.1	Verdriet	Emotie	smart
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1786.s.1	Liefde	Emotie	liefde
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1803.s.1	Angst	Emotie	vreezen
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1808.s.1	Angst	Emotie	vrees
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1824.s.1	Angst	Emotie	vreesen
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1824.s.1	Blijdschap	Emotie	vreugde
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1869.s.1	Bezorgdheid	Emotie	zorg
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1869.s.1	Bezorgdheid	Lichaamsdeel	hart
hare003agon01	hare003agon01_01.TEI.2.text.body.div.div.sp.1925.s.1	Verdriet	Emotie	smart
