id	emo-label	emo-level	tag
bidl001nede01_01.TEI.2.text.body.div.div.sp.1791.s.2	Woede	EmotioneleHandeling	schreeuwen
bidl001nede01_01.TEI.2.text.body.div.div.sp.1791.s.2	Woede	EmotioneleHandeling	trappen
bidl001nede01_01.TEI.2.text.body.div.div.sp.1799.s.2	Woede	EmotioneleHandeling	tieren
bidl001nede01_01.TEI.2.text.body.div.div.sp.1799.s.2	Woede	EmotioneleHandeling	loopen
bidl001nede01_01.TEI.2.text.body.div.div.sp.1799.s.2	Woede	EmotioneleHandeling	klappen
bidl001nede01_01.TEI.2.text.body.div.div.sp.1799.s.2	Woede	EmotioneleHandeling	fluiten
bidl001nede01_01.TEI.2.text.body.div.div.sp.1849.s.1	Wroeging	Lichaamsdeel	hart
bidl001nede01_01.TEI.2.text.body.div.div.sp.1849.s.1	Wroeging	Lichaamswerking	zyn hart vond van berouw gekweld
bidl001nede01_01.TEI.2.text.body.div.div.sp.1849.s.1	Wroeging	Emotie	berouw
bidl001nede01_01.TEI.2.text.body.div.div.sp.1870.s.2	Angst	Emotie	vreezen
bidl001nede01_01.TEI.2.text.body.div.div.sp.1894.s.1	Wanhoop	Lichaamswerking	wat dolheid heeft uw ' herslènen bezeten
bidl001nede01_01.TEI.2.text.body.div.div.sp.1894.s.1	Woede	Lichaamswerking	wat dolheid heeft uw ' herslènen bezeten
bidl001nede01_01.TEI.2.text.body.div.div.sp.1894.s.1	Wanhoop	Lichaamsdeel	herslènen
bidl001nede01_01.TEI.2.text.body.div.div.sp.1894.s.1	Woede	Lichaamsdeel	herslènen
bidl001nede01_01.TEI.2.text.body.div.div.sp.2085.s.3	Woede	Lichaamswerking	woestheid
bidl001nede01_01.TEI.2.text.body.div.div.sp.2090.s.1	Woede	Lichaamswerking	ronken
bidl001nede01_01.TEI.2.text.body.div.div.sp.2142.s.2	Verdriet	Emotie	verdrieten
bidl001nede01_01.TEI.2.text.body.div.div.sp.2180.s.2	Verdriet	Lichaamswerking	sterven van verdriet
bidl001nede01_01.TEI.2.text.body.div.div.sp.2180.s.2	Verdriet	Emotie	verdriet
bidl001nede01_01.TEI.2.text.body.div.div.sp.2296.s.2	Verlangen	Emotie	begeer
bidl001nede01_01.TEI.2.text.body.div.div.sp.2329.s.2	Haat	Emotie	haat
bidl001nede01_01.TEI.2.text.body.div.div.sp.2400.s.1	Haat	Lichaamsdeel	hart
bidl001nede01_01.TEI.2.text.body.div.div.sp.2400.s.1	Wraakzucht	Lichaamsdeel	hart
bidl001nede01_01.TEI.2.text.body.div.div.sp.2400.s.1	Haat	EmotioneleHandeling	't hart doorsteeken
bidl001nede01_01.TEI.2.text.body.div.div.sp.2400.s.1	Wraakzucht	EmotioneleHandeling	't hart doorsteeken
bidl001nede01_01.TEI.2.text.body.div.div.sp.2426.s.1	Hoop	Emotie	hoopen
bidl001nede01_01.TEI.2.text.body.div.div.sp.2494.s.1	Schaamte	Emotie	schroomen
bidl001nede01_01.TEI.2.text.body.div.div.sp.2494.s.2	Blijdschap	Emotie	genoegen
bidl001nede01_01.TEI.2.text.body.div.div.sp.2494.s.2	Schaamte	Lichaamswerking	schaamrood
bidl001nede01_01.TEI.2.text.body.div.div.sp.2510.s.1	Trots	Emotie	fier
bidl001nede01_01.TEI.2.text.body.div.div.sp.2545.s.3	Liefde	Emotie	liefde
bidl001nede01_01.TEI.2.text.body.div.div.sp.2565.s.2	Blijdschap	Lichaamswerking	lach
bidl001nede01_01.TEI.2.text.body.div.div.sp.2565.s.2	Blijdschap	Lichaamswerking	lach
bidl001nede01_01.TEI.2.text.body.div.div.sp.2606.s.2	Blijdschap	Emotie	vreugd
bidl001nede01_01.TEI.2.text.body.div.div.sp.2606.s.4	Verlangen	Emotie	lust
bidl001nede01_01.TEI.2.text.body.div.div.sp.2606.s.4	Liefde	Emotie	lust
bidl001nede01_01.TEI.2.text.body.div.div.sp.2606.s.5	Angst	Emotie	bevreestheid
bidl001nede01_01.TEI.2.text.body.div.div.sp.2606.s.5	Verlangen	Emotie	lust
bidl001nede01_01.TEI.2.text.body.div.div.sp.2606.s.5	Liefde	Emotie	lust
bidl001nede01_01.TEI.2.text.body.div.div.sp.333.s.1	Wraakzucht	Emotie	wraak
bidl001nede01_01.TEI.2.text.body.div.div.sp.333.s.3	Woede	EmotioneleHandeling	uitgesmeeten
bidl001nede01_01.TEI.2.text.body.div.div.sp.370.s.2	Trots	Emotie	hovaardy
bidl001nede01_01.TEI.2.text.body.div.div.sp.370.s.2	Woede	Emotie	vinnig
bidl001nede01_01.TEI.2.text.body.div.div.sp.370.s.2	Woede	Emotie	wrok
bidl001nede01_01.TEI.2.text.body.div.div.sp.374.s.1	Haat	Lichaamswerking	door haat te styven
bidl001nede01_01.TEI.2.text.body.div.div.sp.374.s.1	Haat	Emotie	haat
bidl001nede01_01.TEI.2.text.body.div.div.sp.389.s.2	Wroeging	Lichaamsdeel	hart
bidl001nede01_01.TEI.2.text.body.div.div.sp.389.s.2	Bedruktheid	Lichaamsdeel	hart
bidl001nede01_01.TEI.2.text.body.div.div.sp.389.s.2	Wroeging	Emotie	drukken
bidl001nede01_01.TEI.2.text.body.div.div.sp.389.s.2	Wroeging	Lichaamswerking	drukken hem een schande , of lasterlyke daad op 't hart
bidl001nede01_01.TEI.2.text.body.div.div.sp.389.s.2	Bedruktheid	Emotie	drukken
bidl001nede01_01.TEI.2.text.body.div.div.sp.389.s.2	Bedruktheid	Lichaamswerking	drukken hem een schande , of lasterlyke daad op 't hart
bidl001nede01_01.TEI.2.text.body.div.div.sp.460.s.1	Woede	Lichaamswerking	drift in 't hart geblaazen
bidl001nede01_01.TEI.2.text.body.div.div.sp.460.s.2	Liefde	Emotie	bemind
bidl001nede01_01.TEI.2.text.body.div.div.sp.460.s.2	Verlangen	Emotie	lust
bidl001nede01_01.TEI.2.text.body.div.div.sp.474.s.1	Liefde	EmotioneleHandeling	streelen
bidl001nede01_01.TEI.2.text.body.div.div.sp.474.s.2	Blijdschap	Emotie	vrolijkheid
bidl001nede01_01.TEI.2.text.body.div.div.sp.474.s.2	Blijdschap	Lichaamswerking	belacht
bidl001nede01_01.TEI.2.text.body.div.div.sp.474.s.2	Blijdschap	Emotie	blijdschap
bidl001nede01_01.TEI.2.text.body.div.div.sp.521.s.2	Blijdschap	Emotie	vreugd
bidl001nede01_01.TEI.2.text.body.div.div.sp.521.s.2	Bedruktheid	Emotie	wanlustig
bidl001nede01_01.TEI.2.text.body.div.div.sp.521.s.2	Walging	Emotie	wanlustig
bidl001nede01_01.TEI.2.text.body.div.div.sp.586.s.1	Woede	Emotie	hevig
bidl001nede01_01.TEI.2.text.body.div.div.sp.640.s.1	Haat	Emotie	haatlijk
bidl001nede01_01.TEI.2.text.body.div.div.sp.640.s.1	Blijdschap	Emotie	vreugd
bidl001nede01_01.TEI.2.text.body.div.div.sp.640.s.3	Woede	Emotie	boosheid
bidl001nede01_01.TEI.2.text.body.div.div.sp.640.s.3	Eergevoel	Emotie	eerzucht
bidl001nede01_01.TEI.2.text.body.div.div.sp.661.s.2	Wrevel	EmotioneleHandeling	smaalen
bidl001nede01_01.TEI.2.text.body.div.div.sp.661.s.3	Haat	Emotie	haatlijkst
bidl001nede01_01.TEI.2.text.body.div.div.sp.661.s.4	Blijdschap	Lichaamswerking	lacht met volle monden
bidl001nede01_01.TEI.2.text.body.div.div.sp.661.s.4	Wrevel	Emotie	smaad
bidl001nede01_01.TEI.2.text.body.div.div.sp.680.s.1	Wrevel	Emotie	onvrede
bidl001nede01_01.TEI.2.text.body.div.div.sp.680.s.1	Blijdschap	Emotie	vreugd
bidl001nede01_01.TEI.2.text.body.div.div.sp.680.s.6	Haat	Emotie	haater
bidl001nede01_01.TEI.2.text.body.div.div.sp.686.s.1	Schaamte	Lichaamsdeel	hart
bidl001nede01_01.TEI.2.text.body.div.div.sp.686.s.1	Schaamte	Lichaamswerking	begint myn hart te schroomen
bidl001nede01_01.TEI.2.text.body.div.div.sp.686.s.1	Schaamte	Emotie	schroomen
bidl001nede01_01.TEI.2.text.body.div.div.sp.727.s.1	Geluk	Emotie	geluk
bidl001nede01_01.TEI.2.text.body.div.div.sp.813.s.2	Verlangen	Emotie	begeerje
bidl001nede01_01.TEI.2.text.body.div.div.sp.833.s.1	Blijdschap	Emotie	genuchten
bidl001nede01_01.TEI.2.text.body.div.div.sp.843.s.3	Wrevel	Lichaamswerking	kwelt
bidl001nede01_01.TEI.2.text.body.div.div.sp.878.s.4	Woede	Emotie	raazend'ben
bidl001nede01_01.TEI.2.text.body.div.div.sp.964.s.1	Haat	EmotioneleHandeling	vloek
bidl001nede01_01.TEI.2.text.body.div.div.sp.980.s.2	Schaamte	Emotie	schroomze
bidl001nede01_01.TEI.2.text.body.div.div.sp.989.s.1	Blijdschap	Emotie	genot
bidl001nede01_01.TEI.2.text.body.div.div.stage.1173.s.1	Verwondering	Emotie	verbaast
bidl001nede01_01.TEI.2.text.body.div.sp.1317.s.2	Walging	Emotie	weig'ren
bidl001nede01_01.TEI.2.text.body.div.sp.1317.s.2	Wraakzucht	Emotie	wreeken
bidl001nede01_01.TEI.2.text.body.div.sp.1317.s.4	Verlangen	Emotie	verlang
bidl001nede01_01.TEI.2.text.body.div.sp.1317.s.4	Hoop	Emotie	hoop
bidl001nede01_01.TEI.2.text.body.div.sp.1317.s.4	Blijdschap	Emotie	vreugd
bidl001nede01_01.TEI.2.text.body.div.sp.174.s.1	Blijdschap	Lichaamswerking	lach
bidl001nede01_01.TEI.2.text.body.div.sp.192.s.1	Blijdschap	Lichaamswerking	lachchen
bidl001nede01_01.TEI.2.text.body.div.sp.219.s.2	Blijdschap	Lichaamswerking	lachchend
bidl001nede01_01.TEI.2.text.body.div.sp.254.s.1	Wrevel	EmotioneleHandeling	knib'len
bidl001nede01_01.TEI.2.text.body.div.sp.254.s.2	Wrevel	EmotioneleHandeling	krakeelen
bidl001nede01_01.TEI.2.text.body.div.sp.254.s.3	Wrevel	EmotioneleHandeling	smaalt
bidl001nede01_01.TEI.2.text.body.div.sp.283.s.6	Hoop	Emotie	hoop
bidl001nede01_01.TEI.2.text.body.div.sp.289.s.1	Blijdschap	Lichaamswerking	lachchen
bidl001nede01_01.TEI.2.text.body.div.stage.143.s.1	Blijdschap	Lichaamswerking	lachende
bren001goud01_01.TEI.2.text.body.div.div.lg.1235.s.2	Liefde	Emotie	bekoord
bren001goud01_01.TEI.2.text.body.div.div.lg.1235.s.2	Blijdschap	Emotie	vreugde
bren001goud01_01.TEI.2.text.body.div.div.lg.1637.s.1	Toewijding	Emotie	hart hart
bren001goud01_01.TEI.2.text.body.div.div.lg.1637.s.1	Liefde	Emotie	hart hart
bren001goud01_01.TEI.2.text.body.div.div.lg.1637.s.15	Liefde	Emotie	liefde
bren001goud01_01.TEI.2.text.body.div.div.lg.1637.s.15	Trouw	Emotie	trouw
bren001goud01_01.TEI.2.text.body.div.div.lg.1637.s.15	Liefde	Emotie	minnen
bren001goud01_01.TEI.2.text.body.div.div.lg.1637.s.16	Verdriet	Emotie	bedroeven
bren001goud01_01.TEI.2.text.body.div.div.lg.1637.s.4	Blijdschap	Emotie	vreugd
bren001goud01_01.TEI.2.text.body.div.div.lg.1637.s.5	Liefde	Lichaamsdeel	borst
bren001goud01_01.TEI.2.text.body.div.div.lg.1637.s.5	Liefde	Emotie	liefde
bren001goud01_01.TEI.2.text.body.div.div.lg.1637.s.5	Liefde	Lichaamswerking	die onze borst welêer doorgriefde
bren001goud01_01.TEI.2.text.body.div.div.lg.2094.s.1	Bedruktheid	Emotie	druk
bren001goud01_01.TEI.2.text.body.div.div.lg.2094.s.1	Verdriet	Lichaamsdeel	traanen
bren001goud01_01.TEI.2.text.body.div.div.lg.2094.s.3	Blijdschap	Emotie	vreugd
bren001goud01_01.TEI.2.text.body.div.div.lg.2094.s.4	Geluk	Emotie	geluk
bren001goud01_01.TEI.2.text.body.div.div.lg.2094.s.6	Blijdschap	Emotie	verheugd
bren001goud01_01.TEI.2.text.body.div.div.lg.2094.s.6	Blijdschap	Emotie	vreugd
bren001goud01_01.TEI.2.text.body.div.div.lg.2094.s.9	Liefde	Emotie	liefde
bren001goud01_01.TEI.2.text.body.div.div.lg.218.s.13	Liefde	Emotie	min
bren001goud01_01.TEI.2.text.body.div.div.lg.218.s.13	Blijdschap	Emotie	vreugde
bren001goud01_01.TEI.2.text.body.div.div.lg.218.s.3	Blijdschap	Emotie	vreugde
bren001goud01_01.TEI.2.text.body.div.div.lg.218.s.4	Verdriet	Emotie	verdriet
bren001goud01_01.TEI.2.text.body.div.div.lg.218.s.9	Blijdschap	Emotie	vreugd
bren001goud01_01.TEI.2.text.body.div.div.lg.218.s.9	Blijdschap	Emotie	verheugd
bren001goud01_01.TEI.2.text.body.div.div.lg.2224.s.1	Liefde	Emotie	mint
bren001goud01_01.TEI.2.text.body.div.div.lg.2224.s.3	Liefde	Emotie	min
bren001goud01_01.TEI.2.text.body.div.div.lg.2386.s.11	Angst	Emotie	vreezen
bren001goud01_01.TEI.2.text.body.div.div.lg.2386.s.12	Blijdschap	Emotie	vreugd
bren001goud01_01.TEI.2.text.body.div.div.lg.2386.s.12	Verdriet	Emotie	pijn
bren001goud01_01.TEI.2.text.body.div.div.lg.2386.s.15	Wanhoop	Lichaamsdeel	borst
bren001goud01_01.TEI.2.text.body.div.div.lg.2386.s.15	Verdriet	Lichaamswerking	berst zij dan uit in weenen
bren001goud01_01.TEI.2.text.body.div.div.lg.2386.s.15	Wanhoop	Lichaamswerking	berst zij dan uit in weenen
bren001goud01_01.TEI.2.text.body.div.div.lg.2386.s.15	Wanhoop	EmotioneleHandeling	klagen
bren001goud01_01.TEI.2.text.body.div.div.lg.2386.s.15	Wanhoop	Lichaamsdeel	hoofd
bren001goud01_01.TEI.2.text.body.div.div.lg.2386.s.16	Verdriet	Emotie	druk
bren001goud01_01.TEI.2.text.body.div.div.lg.2386.s.16	Blijdschap	Emotie	verblijden
bren001goud01_01.TEI.2.text.body.div.div.lg.2386.s.16	Liefde	Emotie	bemint
bren001goud01_01.TEI.2.text.body.div.div.lg.2386.s.16	Verdriet	Emotie	smart
bren001goud01_01.TEI.2.text.body.div.div.lg.2386.s.16	Liefde	Emotie	liefde
bren001goud01_01.TEI.2.text.body.div.div.lg.2386.s.2	Verdriet	Emotie	bedroeft
bren001goud01_01.TEI.2.text.body.div.div.lg.2386.s.2	Verdriet	Lichaamsdeel	hoofd
bren001goud01_01.TEI.2.text.body.div.div.lg.2386.s.2	Wanhoop	Lichaamsdeel	hoofd
bren001goud01_01.TEI.2.text.body.div.div.lg.2386.s.2	Verdriet	Lichaamsdeel	stem
bren001goud01_01.TEI.2.text.body.div.div.lg.2386.s.2	Wanhoop	Lichaamsdeel	stem
bren001goud01_01.TEI.2.text.body.div.div.lg.2386.s.29	Hoop	Emotie	hoop
bren001goud01_01.TEI.2.text.body.div.div.lg.2386.s.3	Verdriet	Lichaamswerking	met traanende oogen
bren001goud01_01.TEI.2.text.body.div.div.lg.2386.s.30	Angst	Emotie	vrees
bren001goud01_01.TEI.2.text.body.div.div.lg.2386.s.31	Liefde	Emotie	liefde
bren001goud01_01.TEI.2.text.body.div.div.lg.2386.s.31	Hoop	Emotie	hoop
bren001goud01_01.TEI.2.text.body.div.div.lg.2386.s.32	Angst	Emotie	vrees
bren001goud01_01.TEI.2.text.body.div.div.lg.2386.s.34	Trouw	Emotie	trouwe
bren001goud01_01.TEI.2.text.body.div.div.lg.2386.s.34	Liefde	Emotie	liefde
bren001goud01_01.TEI.2.text.body.div.div.lg.2386.s.7	Liefde	Emotie	beminde
bren001goud01_01.TEI.2.text.body.div.div.lg.2386.s.7	Verdriet	Emotie	bedroef
bren001goud01_01.TEI.2.text.body.div.div.lg.2386.s.9	Blijdschap	Emotie	vreugd
bren001goud01_01.TEI.2.text.body.div.div.lg.273.s.2	Angst	EmotioneleHandeling	klaagen
bren001goud01_01.TEI.2.text.body.div.div.lg.273.s.2	Verdriet	EmotioneleHandeling	klaagen
bren001goud01_01.TEI.2.text.body.div.div.lg.273.s.2	Verdriet	Emotie	smart
bren001goud01_01.TEI.2.text.body.div.div.lg.273.s.2	Angst	Emotie	angst
bren001goud01_01.TEI.2.text.body.div.div.lg.273.s.3	Wanhoop	Lichaamswerking	van hitte nu eens gloeijen
bren001goud01_01.TEI.2.text.body.div.div.lg.273.s.3	Liefde	Lichaamswerking	van hitte nu eens gloeijen
bren001goud01_01.TEI.2.text.body.div.div.lg.273.s.3	Wanhoop	Lichaamswerking	beeven van de kou
bren001goud01_01.TEI.2.text.body.div.div.lg.273.s.3	Liefde	Lichaamswerking	beeven van de kou
bren001goud01_01.TEI.2.text.body.div.div.lg.273.s.3	Wanhoop	Lichaamswerking	zuchtende den grond besproeijen
bren001goud01_01.TEI.2.text.body.div.div.lg.273.s.3	Liefde	Lichaamswerking	zuchtende den grond besproeijen
bren001goud01_01.TEI.2.text.body.div.div.lg.273.s.6	Liefde	Emotie	liefde
bren001goud01_01.TEI.2.text.body.div.div.lg.2848.s.13	Angst	Lichaamswerking	beevende
bren001goud01_01.TEI.2.text.body.div.div.lg.2848.s.19	Angst	Emotie	angst
bren001goud01_01.TEI.2.text.body.div.div.lg.345.s.5	Angst	Lichaamswerking	beeven
bren001goud01_01.TEI.2.text.body.div.div.lg.3959.s.1	Blijdschap	Emotie	vrolijk
bren001goud01_01.TEI.2.text.body.div.div.lg.3959.s.2	Blijdschap	Emotie	vrolijk
bren001goud01_01.TEI.2.text.body.div.div.lg.3959.s.4	Blijdschap	Emotie	vrolijk
bren001goud01_01.TEI.2.text.body.div.div.lg.3959.s.6	Blijdschap	Emotie	verheugd blij
bren001goud01_01.TEI.2.text.body.div.div.lg.4158.s.1	Liefde	Emotie	bemin
bren001goud01_01.TEI.2.text.body.div.div.lg.4158.s.1	Liefde	Emotie	bemint
bren001goud01_01.TEI.2.text.body.div.div.lg.4158.s.10	Liefde	Emotie	bemint bemint
bren001goud01_01.TEI.2.text.body.div.div.lg.4158.s.21	Liefde	Emotie	bemin bemint bemint
bren001goud01_01.TEI.2.text.body.div.div.lg.4158.s.3	Angst	Emotie	vreeze
bren001goud01_01.TEI.2.text.body.div.div.lg.4158.s.3	Hoop	Emotie	hoop
bren001goud01_01.TEI.2.text.body.div.div.lg.4158.s.4	Angst	Lichaamsdeel	harte
bren001goud01_01.TEI.2.text.body.div.div.lg.4158.s.4	Angst	Emotie	vrees
bren001goud01_01.TEI.2.text.body.div.div.lg.4158.s.4	Angst	Lichaamswerking	vrees vervuld het harte
bren001goud01_01.TEI.2.text.body.div.div.lg.4158.s.5	Jaloezie	Emotie	minnenijd
bren001goud01_01.TEI.2.text.body.div.div.lg.4158.s.5	Wanhoop	Emotie	smarte
bren001goud01_01.TEI.2.text.body.div.div.lg.4158.s.7	Blijdschap	Emotie	vreugd
bren001goud01_01.TEI.2.text.body.div.div.lg.4158.s.9	Liefde	Emotie	bemin
bren001goud01_01.TEI.2.text.body.div.div.lg.4315.s.2	Hoop	Emotie	hoop
bren001goud01_01.TEI.2.text.body.div.div.lg.4315.s.3	Liefde	Emotie	bemin
bren001goud01_01.TEI.2.text.body.div.div.lg.4315.s.3	Verdriet	Lichaamswerking	huil
bren001goud01_01.TEI.2.text.body.div.div.lg.4315.s.4	Liefde	Emotie	bemin
bren001goud01_01.TEI.2.text.body.div.div.lg.4315.s.8	Verdriet	Lichaamswerking	huil
bren001goud01_01.TEI.2.text.body.div.div.lg.4315.s.9	Liefde	Emotie	min
bren001goud01_01.TEI.2.text.body.div.div.lg.443.s.13	Blijdschap	Lichaamswerking	lagchend
bren001goud01_01.TEI.2.text.body.div.div.lg.443.s.15	Mededogen	Emotie	medelijdend
bren001goud01_01.TEI.2.text.body.div.div.lg.443.s.15	Mededogen	Lichaamsdeel	harte
bren001goud01_01.TEI.2.text.body.div.div.lg.443.s.2	Verdriet	Emotie	droeve
bren001goud01_01.TEI.2.text.body.div.div.lg.443.s.2	Wanhoop	Lichaamswerking	kermen
bren001goud01_01.TEI.2.text.body.div.div.lg.443.s.2	Wanhoop	Emotie	misbaar
bren001goud01_01.TEI.2.text.body.div.div.lg.443.s.2	Verdriet	Emotie	misbaar
bren001goud01_01.TEI.2.text.body.div.div.lg.443.s.5	Verdriet	Emotie	leed
bren001goud01_01.TEI.2.text.body.div.div.lg.443.s.7	Angst	Lichaamswerking	door vrees benard
bren001goud01_01.TEI.2.text.body.div.div.lg.443.s.7	Angst	Emotie	vrees
bren001goud01_01.TEI.2.text.body.div.div.lg.443.s.8	Angst	Lichaamswerking	met verbleekte lippen
bren001goud01_01.TEI.2.text.body.div.div.lg.4810.s.10	Blijdschap	Lichaamsdeel	aangezicht aangezicht
bren001goud01_01.TEI.2.text.body.div.div.lg.4810.s.10	Blijdschap	Lichaamswerking	lagchend aangezicht
bren001goud01_01.TEI.2.text.body.div.div.lg.4810.s.10	Blijdschap	Lichaamswerking	lagchend aangezicht
bren001goud01_01.TEI.2.text.body.div.div.lg.4810.s.12	Blijdschap	Emotie	vreugd
bren001goud01_01.TEI.2.text.body.div.div.lg.4810.s.2	Blijdschap	Emotie	vreugd
bren001goud01_01.TEI.2.text.body.div.div.lg.4810.s.21	Blijdschap	Emotie	vreugde
bren001goud01_01.TEI.2.text.body.div.div.lg.4810.s.24	Blijdschap	Emotie	vreugd
bren001goud01_01.TEI.2.text.body.div.div.lg.4810.s.6	Blijdschap	Emotie	vreugd
bren001goud01_01.TEI.2.text.body.div.div.lg.4810.s.9	Liefde	Emotie	zustermin
bren001goud01_01.TEI.2.text.body.div.div.lg.747.s.17	Liefde	Emotie	liefde
bren001goud01_01.TEI.2.text.body.div.div.lg.747.s.17	Liefde	Emotie	wedermin
bren001goud01_01.TEI.2.text.body.div.div.lg.747.s.18	Liefde	Emotie	liefde
bren001goud01_01.TEI.2.text.body.div.div.lg.747.s.4	Liefde	Emotie	mint
bren001goud01_01.TEI.2.text.body.div.div.lg.747.s.9	Liefde	Emotie	min
bren001goud01_01.TEI.2.text.body.div.div.lg.987.s.15	Woede	Emotie	gram
bren001goud01_01.TEI.2.text.body.div.div.p.224.s.1	Liefde	Emotie	bemind
bren001goud01_01.TEI.2.text.body.div.div.p.224.s.2	Liefde	Emotie	lief hebben
bren001goud01_01.TEI.2.text.body.div.div.p.274.s.1	Liefde	Emotie	liefde
bren001goud01_01.TEI.2.text.body.div.div.sp.1373.s.1	Liefde	Emotie	min
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.1056.s.1	Blijdschap	Emotie	vreugde
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.1056.s.1	Verdriet	Emotie	verdriet
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.1056.s.2	Haat	Emotie	haat
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.1056.s.2	Liefde	Emotie	liefde
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.1056.s.2	Verdriet	Emotie	smarte
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.1056.s.2	Wanhoop	Emotie	smarte
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.1056.s.3	Liefde	Emotie	liefde
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.1355.s.14	Liefde	Emotie	beminnen
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.1392.s.1	Blijdschap	Emotie	genoegen
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.2472.s.11	Trouw	Emotie	trouw
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.2472.s.4	Verdriet	Emotie	smart
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.2472.s.5	Liefde	Lichaamsdeel	hart
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.2472.s.5	Liefde	Emotie	minnend
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.2472.s.5	Verdriet	Emotie	smerten
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.2552.s.2	Woede	Emotie	woede
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.2552.s.2	Woede	Lichaamswerking	schold onzen schout braaf uit
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.3433.s.11	Liefde	Emotie	liefde
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.3433.s.11	Blijdschap	Emotie	vreugd
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.3433.s.3	Liefde	Emotie	liefde liefde
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.3433.s.5	Liefde	Emotie	liefde
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.3433.s.5	Blijdschap	Emotie	vreugd
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.3433.s.7	Blijdschap	Emotie	blijdschap
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.3433.s.9	Liefde	Emotie	liefde liefde
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.3483.s.14	Verdriet	Lichaamswerking	met traanen sproeijen
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.3483.s.3	Overig	Lichaamsdeel	hart
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.3483.s.3	Overig	Emotie	verrukken
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.3483.s.4	Verdriet	Lichaamsdeel	traanen
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.3483.s.5	Verdriet	Lichaamsdeel	hart
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.3483.s.5	Blijdschap	Emotie	vreugd
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.3483.s.5	Verdriet	Emotie	smart
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.3483.s.5	Verdriet	Lichaamswerking	smart zal dit hart bewoonen
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.3483.s.6	Verdriet	Lichaamsdeel	hart
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.3483.s.6	Verdriet	Emotie	droevig
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.3974.s.1	Blijdschap	Emotie	vreugde blij vreagde
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.3990.s.2	Blijdschap	Emotie	verheugd
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.4047.s.3	Wanhoop	Emotie	moedloos
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.4047.s.3	Angst	Emotie	vreezen
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.4232.s.2	Blijdschap	Emotie	vreugd
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.4232.s.3	Verdriet	Emotie	verdriet
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.4232.s.3	Blijdschap	Emotie	vermaak
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.4571.s.2	Wraakzucht	EmotioneleHandeling	wreeken
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.4571.s.2	Liefde	Emotie	min
bren001goud01_01.TEI.2.text.body.div.div.sp.lg.4571.s.2	Verdriet	Emotie	smart
bren001goud01_01.TEI.2.text.body.div.div.sp.p.1161.s.6	Verdriet	Emotie	bedroeft
bren001goud01_01.TEI.2.text.body.div.div.sp.p.1218.s.1	Liefde	Emotie	bemin
bren001goud01_01.TEI.2.text.body.div.div.sp.p.1381.s.4	Geluk	Emotie	gelukkig
bren001goud01_01.TEI.2.text.body.div.div.sp.p.1381.s.7	Verdriet	Emotie	smart
bren001goud01_01.TEI.2.text.body.div.div.sp.p.1381.s.7	Blijdschap	Emotie	vreugde
bren001goud01_01.TEI.2.text.body.div.div.sp.p.1381.s.8	Blijdschap	Emotie	vreugde
bren001goud01_01.TEI.2.text.body.div.div.sp.p.1381.s.8	Verdriet	Emotie	smarte
