id	emolabel	emolevel	tag
bren001scha01_01.TEI.2.text.body.div.div.lg.605.s.3	Liefde	Emotie	vuurig
bren001scha01_01.TEI.2.text.body.div.div.lg.605.s.4	Liefde	Lichaamsdeel	hart
bren001scha01_01.TEI.2.text.body.div.div.lg.605.s.6	Liefde	Emotie	min
bren001scha01_01.TEI.2.text.body.div.div.lg.605.s.6	Verdriet	Emotie	smart
bren001scha01_01.TEI.2.text.body.div.div.lg.605.s.7	Angst	Lichaamswerking	'k voel mijn leden boeven
bren001scha01_01.TEI.2.text.body.div.div.lg.605.s.7	Angst	Lichaamsdeel	leden
bren001scha01_01.TEI.2.text.body.div.div.lg.605.s.7	Liefde	Lichaamswerking	'k voel mijn leden boeven
bren001scha01_01.TEI.2.text.body.div.div.lg.605.s.7	Liefde	Lichaamsdeel	leden
bren001scha01_01.TEI.2.text.body.div.div.lg.605.s.8	Liefde	Lichaamsdeel	boezem
bren001scha01_01.TEI.2.text.body.div.div.lg.605.s.12	Liefde	Lichaamswerking	mijn wangen gloeijen
bren001scha01_01.TEI.2.text.body.div.div.lg.605.s.12	Liefde	Lichaamsdeel	wangen
bren001scha01_01.TEI.2.text.body.div.div.lg.605.s.13	Liefde	Emotie	liefde
bren001scha01_01.TEI.2.text.body.div.div.lg.634.s.1	Blijdschap	Emotie	blij
bren001scha01_01.TEI.2.text.body.div.div.lg.652.s.3	Liefde	Emotie	liefde
bren001scha01_01.TEI.2.text.body.div.div.lg.652.s.3	Blijdschap	Emotie	vrolijk
bren001scha01_01.TEI.2.text.body.div.div.lg.652.s.3	Blijdschap	Lichaamsdeel	hart
bren001scha01_01.TEI.2.text.body.div.div.lg.652.s.3	Liefde	Lichaamsdeel	hart
bren001scha01_01.TEI.2.text.body.div.div.sp.p.668.s.1	Verdriet	Emotie	treurig
bren001scha01_01.TEI.2.text.body.div.div.sp.p.668.s.2	Verdriet	Lichaamsdeel	traanen
bren001scha01_01.TEI.2.text.body.div.div.sp.p.668.s.3	Liefde	Emotie	liefde
bren001scha01_01.TEI.2.text.body.div.div.sp.p.668.s.5	Blijdschap	Lichaamswerking	uw hart niet ontvonken ?
bren001scha01_01.TEI.2.text.body.div.div.sp.p.668.s.5	Blijdschap	Lichaamsdeel	hart
bren001scha01_01.TEI.2.text.body.div.div.sp.speaker.672.s.1	Bedruktheid	EmotioneleHandeling	zuchtende
bren001scha01_01.TEI.2.text.body.div.div.sp.speaker.672.s.1	Verdriet	EmotioneleHandeling	zuchtende
bren001scha01_01.TEI.2.text.body.div.div.sp.p.689.s.1	Haat	Emotie	haaten
bren001scha01_01.TEI.2.text.body.div.div.sp.p.694.s.1	Liefde	EmotioneleHandeling	bemin
bren001scha01_01.TEI.2.text.body.div.div.lg.712.s.2	Liefde	Emotie	liefde
bren001scha01_01.TEI.2.text.body.div.div.lg.712.s.2	Verdriet	Emotie	smart
bren001scha01_01.TEI.2.text.body.div.div.lg.712.s.4	Blijdschap	Emotie	vreugde
bren001scha01_01.TEI.2.text.body.div.div.lg.712.s.5	Verdriet	Lichaamswerking	nu zwemt mijn oog in traanen
bren001scha01_01.TEI.2.text.body.div.div.lg.712.s.5	Verdriet	Lichaamsdeel	oog
bren001scha01_01.TEI.2.text.body.div.div.lg.712.s.5	Verdriet	Lichaamsdeel	traanen
bren001scha01_01.TEI.2.text.body.div.div.lg.712.s.5	Wroeging	Lichaamswerking	nu zwemt mijn oog in traanen
bren001scha01_01.TEI.2.text.body.div.div.lg.712.s.5	Wroeging	Lichaamsdeel	oog
bren001scha01_01.TEI.2.text.body.div.div.lg.712.s.5	Wroeging	Lichaamsdeel	traanen
bren001scha01_01.TEI.2.text.body.div.div.lg.712.s.5	Verdriet	Emotie	kommer
bren001scha01_01.TEI.2.text.body.div.div.lg.712.s.5	Bedruktheid	Emotie	kommer
bren001scha01_01.TEI.2.text.body.div.div.lg.712.s.5	Blijdschap	Emotie	genot
bren001scha01_01.TEI.2.text.body.div.div.sp.p.717.s.2	Haat	Emotie	haaten
bren001scha01_01.TEI.2.text.body.div.div.sp.p.717.s.3	Liefde	Lichaamswerking	ziek van liefde
bren001scha01_01.TEI.2.text.body.div.div.sp.p.717.s.3	Liefde	Emotie	liefde
bren001scha01_01.TEI.2.text.body.div.div.sp.p.717.s.4	Verlangen	Emotie	begeert
bren001scha01_01.TEI.2.text.body.div.div.sp.p.730.s.3	Woede	Emotie	gramschap
bren001scha01_01.TEI.2.text.body.div.div.sp.p.742.s.1	Verdriet	Emotie	smart
bren001scha01_01.TEI.2.text.body.div.div.sp.p.767.s.1	Verdriet	Emotie	smart
bren001scha01_01.TEI.2.text.body.div.div.sp.p.767.s.1	Verdriet	Lichaamsdeel	traanen
bren001scha01_01.TEI.2.text.body.div.div.sp.p.767.s.1	Liefde	Lichaamsdeel	hart
bren001scha01_01.TEI.2.text.body.div.div.sp.p.767.s.1	Verlangen	Emotie	wenschen
bren001scha01_01.TEI.2.text.body.div.div.sp.p.767.s.1	Liefde	Emotie	wenschen
bren001scha01_01.TEI.2.text.body.div.div.sp.p.767.s.5	Liefde	Emotie	liefde
bren001scha01_01.TEI.2.text.body.div.div.sp.p.790.s.2	Geluk	Emotie	gelukkig
bren001scha01_01.TEI.2.text.body.div.div.sp.p.818.s.2	Liefde	Emotie	liefde
bren001scha01_01.TEI.2.text.body.div.div.sp.p.884.s.10	Blijdschap	EmotioneleHandeling	lagch
bren001scha01_01.TEI.2.text.body.div.div.sp.p.884.s.10	Blijdschap	EmotioneleHandeling	lagch
bren001scha01_01.TEI.2.text.body.div.div.sp.p.884.s.10	Blijdschap	EmotioneleHandeling	lagch
bren001scha01_01.TEI.2.text.body.div.div.sp.p.884.s.10	Blijdschap	EmotioneleHandeling	lagch
bren001scha01_01.TEI.2.text.body.div.div.sp.p.979.s.1	Wrevel	Emotie	verveeld
bren001scha01_01.TEI.2.text.body.div.div.sp.p.979.s.4	Angst	Lichaamswerking	siddert
bren001scha01_01.TEI.2.text.body.div.div.lg.991.s.1	Verdriet	Emotie	smarten
bren001scha01_01.TEI.2.text.body.div.div.lg.991.s.1	Liefde	Emotie	liefde
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1017.s.3	Woede	Emotie	raazend
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1017.s.3	Woede	Lichaamswerking	raazend
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1017.s.4	Liefde	Emotie	bemin
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1017.s.4	Trots	Emotie	fierheid
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1017.s.4	Woede	Emotie	woede
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1017.s.5	Liefde	Emotie	beminnen
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1080.s.1	Blijdschap	Lichaamswerking	lagchen
bren001scha01_01.TEI.2.text.body.div.div.sp.1158.s.1	Walging	Emotie	veracht
bren001scha01_01.TEI.2.text.body.div.div.sp.1158.s.2	Blijdschap	Emotie	juicht
bren001scha01_01.TEI.2.text.body.div.div.sp.speaker.1195.s.2	Angst	Emotie	bevreest
bren001scha01_01.TEI.2.text.body.div.div.sp.speaker.1195.s.2	Angst	EmotioneleHandeling	bevreest te rug wijkende
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1208.s.1	Verdriet	Emotie	treurig
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1208.s.2	Verdriet	Emotie	bedroefd
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1208.s.3	Blijdschap	Emotie	vermaak
bren001scha01_01.TEI.2.text.body.div.div.sp.lg.1220.s.1	Bedruktheid	Lichaamswerking	een foltring doet mijn boezem zwoegen
bren001scha01_01.TEI.2.text.body.div.div.sp.lg.1220.s.1	Bedruktheid	Lichaamsdeel	boezem
bren001scha01_01.TEI.2.text.body.div.div.sp.lg.1220.s.1	Verdriet	Lichaamswerking	een foltring doet mijn boezem zwoegen
bren001scha01_01.TEI.2.text.body.div.div.sp.lg.1220.s.1	Verdriet	Lichaamsdeel	boezem
bren001scha01_01.TEI.2.text.body.div.div.sp.lg.1220.s.2	Blijdschap	Emotie	genoegen
bren001scha01_01.TEI.2.text.body.div.div.sp.lg.1220.s.3	Verdriet	Emotie	kwelling
bren001scha01_01.TEI.2.text.body.div.div.sp.lg.1220.s.3	Overig	Emotie	kwelling
bren001scha01_01.TEI.2.text.body.div.div.sp.lg.1220.s.3	Verlangen	Emotie	verlangen
bren001scha01_01.TEI.2.text.body.div.div.sp.lg.1220.s.3	Verdriet	Lichaamswerking	mijn beklemde borst
bren001scha01_01.TEI.2.text.body.div.div.sp.lg.1220.s.3	Verdriet	Lichaamsdeel	borst
bren001scha01_01.TEI.2.text.body.div.div.sp.lg.1220.s.3	Overig	Lichaamswerking	mijn beklemde borst
bren001scha01_01.TEI.2.text.body.div.div.sp.lg.1220.s.3	Overig	Lichaamsdeel	borst
bren001scha01_01.TEI.2.text.body.div.div.lg.1235.s.1	Verdriet	Emotie	droefheid
bren001scha01_01.TEI.2.text.body.div.div.lg.1235.s.1	Verdriet	Lichaamswerking	droefheid doet mijn ziel verteeren
bren001scha01_01.TEI.2.text.body.div.div.lg.1235.s.1	Verdriet	Lichaamsdeel	ziel
bren001scha01_01.TEI.2.text.body.div.div.lg.1235.s.3	Verdriet	Lichaamsdeel	ziel
bren001scha01_01.TEI.2.text.body.div.div.lg.1235.s.3	Verdriet	Emotie	smart
bren001scha01_01.TEI.2.text.body.div.div.lg.1235.s.4	Verdriet	Lichaamsdeel	hart
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1246.s.1	Blijdschap	Emotie	beur
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1246.s.3	Blijdschap	Lichaamswerking	lacht
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1246.s.4	Blijdschap	Emotie	vrolijk
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1246.s.5	Verdriet	Emotie	droefheid
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1246.s.5	Bedruktheid	Emotie	droefheid
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1250.s.3	Geluk	Emotie	gelukkig
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1267.s.1	Hoop	Emotie	hoop
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1267.s.1	Wanhoop	Emotie	wanhoop
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1296.s.2	Haat	Emotie	haatelijke
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1296.s.2	Verlangen	Emotie	begeerte
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1296.s.3	Liefde	Emotie	liefde
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1296.s.4	Liefde	Emotie	liefde
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1296.s.6	Liefde	Emotie	liefde
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1296.s.6	Blijdschap	Emotie	genot
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1300.s.1	Geluk	Emotie	gelukkig
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1313.s.3	Liefde	Emotie	beminnen
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1317.s.1	Angst	Lichaamswerking	siddert
bren001scha01_01.TEI.2.text.body.div.div.sp.lg.1347.s.1	Walging	Emotie	verächt
bren001scha01_01.TEI.2.text.body.div.div.sp.lg.1347.s.1	Verdriet	Emotie	smart
bren001scha01_01.TEI.2.text.body.div.div.sp.lg.1347.s.2	Angst	Lichaamswerking	beeven
bren001scha01_01.TEI.2.text.body.div.div.sp.lg.1347.s.2	Verdriet	Lichaamswerking	beeven
bren001scha01_01.TEI.2.text.body.div.div.sp.lg.1347.s.4	Verdriet	Emotie	smarte
bren001scha01_01.TEI.2.text.body.div.div.sp.lg.1347.s.5	Woede	Emotie	woede
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1356.s.7	Wanhoop	Emotie	wanhoop
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1364.s.9	Bedruktheid	Emotie	kwellen
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1364.s.9	Verdriet	Emotie	kwellen
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1382.s.1	Verwondering	Emotie	verwonderen
bren001scha01_01.TEI.2.text.body.div.div.sp.lg.1467.s.1	Blijdschap	Emotie	genoegen
bren001scha01_01.TEI.2.text.body.div.div.sp.lg.1467.s.2	Blijdschap	Emotie	vreugd
bren001scha01_01.TEI.2.text.body.div.div.sp.lg.1467.s.3	Blijdschap	Lichaamsdeel	hart
bren001scha01_01.TEI.2.text.body.div.div.sp.lg.1467.s.3	Blijdschap	Emotie	verheugd
bren001scha01_01.TEI.2.text.body.div.div.sp.lg.1467.s.5	Blijdschap	Lichaamsdeel	hart
bren001scha01_01.TEI.2.text.body.div.div.sp.lg.1467.s.5	Blijdschap	Emotie	vreugd
bren001scha01_01.TEI.2.text.body.div.div.sp.lg.1486.s.3	Angst	Emotie	vrees
bren001scha01_01.TEI.2.text.body.div.div.sp.lg.1486.s.4	Angst	Lichaamswerking	beeven
bren001scha01_01.TEI.2.text.body.div.div.sp.lg.1486.s.9	Angst	Emotie	vrees
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1497.s.1	Blijdschap	Emotie	vrolijk
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1503.s.1	Bedruktheid	Lichaamsdeel	hoofd
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1503.s.4	Blijdschap	Emotie	vrolijke
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1503.s.5	Blijdschap	Emotie	vreugde
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1503.s.7	Blijdschap	Emotie	vermaak
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1537.s.10	Schaamte	Emotie	schaamen
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1601.s.3	Verdriet	Emotie	verdrietig
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1601.s.3	Bedruktheid	Emotie	knorrig
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1601.s.3	Wrevel	Emotie	knorrig
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1601.s.3	Verdriet	Emotie	droefheid
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1601.s.3	Bedruktheid	Emotie	droefheid
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1601.s.5	Liefde	Emotie	liefde
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1601.s.5	Blijdschap	Emotie	genoegen
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1620.s.1	Blijdschap	Emotie	vrolijk
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1630.s.1	Bezorgdheid	Emotie	bezorgd
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1655.s.1	Schaamte	Emotie	schaamt
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1712.s.2	Verdriet	Emotie	lijden
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1716.s.2	Verdriet	Emotie	smarten
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1720.s.1	Blijdschap	Lichaamswerking	schreijen
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1720.s.1	Ontroering	Lichaamswerking	schreijen
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1720.s.3	Blijdschap	Emotie	vreugde
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1720.s.3	Blijdschap	Lichaamsdeel	traanen
bren001scha01_01.TEI.2.text.body.div.div.lg.1735.s.2	Blijdschap	Lichaamswerking	de vreugde - traanen vloeijen
bren001scha01_01.TEI.2.text.body.div.div.lg.1735.s.2	Blijdschap	Emotie	vreugde
bren001scha01_01.TEI.2.text.body.div.div.lg.1735.s.2	Blijdschap	Lichaamsdeel	traanen
bren001scha01_01.TEI.2.text.body.div.div.lg.1735.s.2	Liefde	Emotie	liefde
bren001scha01_01.TEI.2.text.body.div.div.lg.1735.s.3	Blijdschap	Lichaamsdeel	paerlen
bren001scha01_01.TEI.2.text.body.div.div.lg.1735.s.3	Blijdschap	Emotie	blij
bren001scha01_01.TEI.2.text.body.div.div.lg.1735.s.6	Geluk	Emotie	gelukken
bren001scha01_01.TEI.2.text.body.div.div.lg.1735.s.7	Blijdschap	EmotioneleHandeling	u , aan mijne borst te drukken
bren001scha01_01.TEI.2.text.body.div.div.lg.1735.s.7	Liefde	EmotioneleHandeling	u , aan mijne borst te drukken
bren001scha01_01.TEI.2.text.body.div.div.lg.1735.s.7	Blijdschap	Lichaamswerking	kan mijn ziel op 't hoogst verrukken
bren001scha01_01.TEI.2.text.body.div.div.lg.1735.s.7	Blijdschap	Lichaamsdeel	ziel
bren001scha01_01.TEI.2.text.body.div.div.lg.1735.s.10	Verdriet	Emotie	smart
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1739.s.1	Blijdschap	Emotie	vermaak
bren001scha01_01.TEI.2.text.body.div.div.sp.p.1748.s.1	Bezorgdheid	Emotie	zorg
bren001scha01_01.TEI.2.text.body.div.div.sp.1778.s.2	Blijdschap	Emotie	verrukken
bren001scha01_01.TEI.2.text.body.div.div.sp.1778.s.3	Verdriet	Emotie	smart
bren001scha01_01.TEI.2.text.body.div.div.sp.1785.s.1	Blijdschap	Emotie	blijdschap
bren001scha01_01.TEI.2.text.body.div.div.sp.1785.s.4	Blijdschap	Emotie	vrolijk
bren001scha01_01.TEI.2.text.body.div.div.sp.1785.s.4	Blijdschap	Lichaamsdeel	hart
bren001scha01_01.TEI.2.text.body.div.div.sp.1789.s.1	Blijdschap	Lichaamswerking	zie mijn vreugde traanen vloeijen !
bren001scha01_01.TEI.2.text.body.div.div.sp.1789.s.1	Blijdschap	Lichaamsdeel	traanen
bren001scha01_01.TEI.2.text.body.div.div.sp.1793.s.1	Blijdschap	EmotioneleHandeling	kussend ,
bren001scha01_01.TEI.2.text.body.div.div.sp.1793.s.1	Liefde	EmotioneleHandeling	kussend ,
bren001scha01_01.TEI.2.text.body.div.div.sp.1793.s.1	Blijdschap	Lichaamswerking	mijne wang besproeijen
bren001scha01_01.TEI.2.text.body.div.div.sp.1820.s.2	Blijdschap	Emotie	vreugde
bren001scha01_01.TEI.2.text.body.div.div.sp.1820.s.2	Verdriet	Lichaamswerking	geween
bren001scha01_01.TEI.2.text.body.div.div.sp.1826.s.2	Verdriet	Emotie	smart
bren001scha01_01.TEI.2.text.body.div.div.sp.1826.s.2	Blijdschap	Lichaamswerking	mijn juichend hart
bren001scha01_01.TEI.2.text.body.div.div.sp.1826.s.2	Blijdschap	Lichaamsdeel	hart
bren001scha01_01.TEI.2.text.body.div.div.stage.1843.s.1	Angst	Emotie	bevreest
bren001scha01_01.TEI.2.text.body.div.div.sp.1878.s.2	Woede	Emotie	boos
bren001scha01_01.TEI.2.text.body.div.div.sp.1878.s.2	Angst	Lichaamswerking	siddrend
bren001scha01_01.TEI.2.text.body.div.div.sp.1878.s.2	Angst	Lichaamswerking	beevend
bren001scha01_01.TEI.2.text.body.div.div.sp.speaker.1890.s.1	Verdriet	Lichaamswerking	schreijende
bren001scha01_01.TEI.2.text.body.div.div.sp.speaker.1890.s.1	Beledigd	Lichaamswerking	schreijende
bren001scha01_01.TEI.2.text.body.div.div.sp.speaker.1910.s.1	Woede	Emotie	toornig
bren001scha01_01.TEI.2.text.body.div.div.sp.speaker.1915.s.1	Berusting	Lichaamswerking	zuchtende
bren001scha01_01.TEI.2.text.body.div.div.sp.1970.s.2	Angst	Lichaamswerking	beeven
bren001scha01_01.TEI.2.text.body.div.div.sp.1995.s.3	Wroeging	Emotie	rouwe
bren001scha01_01.TEI.2.text.body.div.div.sp.1995.s.3	Verdriet	Emotie	rouwe
bren001scha01_01.TEI.2.text.body.div.div.sp.2009.s.1	Wroeging	Emotie	rouwe
bren001scha01_01.TEI.2.text.body.div.div.sp.2009.s.1	Verdriet	Emotie	rouwe
bren001scha01_01.TEI.2.text.body.div.div.sp.2009.s.5	Liefde	Emotie	liefde
bren001scha01_01.TEI.2.text.body.div.div.sp.2009.s.7	Jaloezie	Lichaamswerking	den vuurgloed van minnenijd
bren001scha01_01.TEI.2.text.body.div.div.sp.2009.s.7	Jaloezie	Emotie	minnenijd
bren001scha01_01.TEI.2.text.body.div.div.sp.p.2058.s.3	Angst	Lichaamswerking	mijn hart wordt te saamen getrokken
bren001scha01_01.TEI.2.text.body.div.div.sp.p.2058.s.3	Angst	Lichaamsdeel	hart
bren001scha01_01.TEI.2.text.body.div.div.sp.p.2058.s.3	Overig	Lichaamswerking	mijn hart wordt te saamen getrokken
bren001scha01_01.TEI.2.text.body.div.div.sp.p.2058.s.3	Overig	Lichaamsdeel	hart
bren001scha01_01.TEI.2.text.body.div.div.sp.p.2088.s.3	Angst	Lichaamswerking	hoe klopt mij het harte !
bren001scha01_01.TEI.2.text.body.div.div.sp.p.2088.s.3	Angst	Lichaamsdeel	harte
bren001scha01_01.TEI.2.text.body.div.div.sp.p.2088.s.4	Angst	Emotie	angst
bren001scha01_01.TEI.2.text.body.div.div.sp.p.2088.s.4	Angst	Lichaamsdeel	ziele
bren001scha01_01.TEI.2.text.body.div.div.sp.p.2088.s.5	Angst	Emotie	vreeze
bren001scha01_01.TEI.2.text.body.div.div.sp.p.2088.s.5	Hoop	Emotie	wensche
bren001scha01_01.TEI.2.text.body.div.div.sp.p.2088.s.5	Angst	Lichaamswerking	beeve
bren001scha01_01.TEI.2.text.body.div.div.sp.p.2088.s.5	Hoop	Emotie	hoope
bren001scha01_01.TEI.2.text.body.div.div.sp.p.2088.s.6	Liefde	Emotie	liefde
bren001scha01_01.TEI.2.text.body.div.div.lg.2097.s.1	Hoop	Emotie	hoop
bren001scha01_01.TEI.2.text.body.div.div.lg.2097.s.1	Liefde	Emotie	liefde
bren001scha01_01.TEI.2.text.body.div.div.sp.p.2138.s.3	Angst	Lichaamswerking	wat klopt mijn hart !
bren001scha01_01.TEI.2.text.body.div.div.sp.p.2138.s.3	Angst	Lichaamsdeel	hart
bren001scha01_01.TEI.2.text.body.div.div.lg.2175.s.2	Angst	Emotie	vrees
bren001scha01_01.TEI.2.text.body.div.div.sp.p.2209.s.2	Angst	EmotioneleHandeling	hij ligt de hand op zijn hart .
bren001scha01_01.TEI.2.text.body.div.div.sp.p.2209.s.2	Angst	Lichaamsdeel	hart
bren001scha01_01.TEI.2.text.body.div.div.sp.p.2218.s.2	Angst	Lichaamswerking	hoe vreeslijk klopt mijn hart !
bren001scha01_01.TEI.2.text.body.div.div.sp.p.2218.s.2	Angst	Lichaamsdeel	hart
bren001scha01_01.TEI.2.text.body.div.div.stage.2244.s.1	Angst	Emotie	verschrikt
bren001scha01_01.TEI.2.text.body.div.div.stage.2244.s.1	Verwondering	Emotie	verschrikt
bren001scha01_01.TEI.2.text.body.div.div.sp.speaker.2259.s.1	Angst	Emotie	verschrikt
bren001scha01_01.TEI.2.text.body.div.div.stage.2279.s.2	Angst	Lichaamswerking	sidderende
bren001scha01_01.TEI.2.text.body.div.div.sp.p.2369.s.1	Woede	Emotie	raazend
bren001scha01_01.TEI.2.text.body.div.div.sp.p.2375.s.1	Mededogen	Emotie	barmhartig
bren001scha01_01.TEI.2.text.body.div.div.sp.p.2480.s.3	Verdriet	EmotioneleHandeling	smeek
bren001scha01_01.TEI.2.text.body.div.div.sp.p.2480.s.3	Verlangen	EmotioneleHandeling	smeek
bren001scha01_01.TEI.2.text.body.div.div.sp.2522.s.2	Verdriet	Emotie	smarte
bren001scha01_01.TEI.2.text.body.div.div.sp.2522.s.7	Verdriet	Lichaamswerking	pijn
bren001scha01_01.TEI.2.text.body.div.div.sp.2529.s.6	Geluk	Emotie	geluk
bren001scha01_01.TEI.2.text.body.div.div.sp.2536.s.4	Opluchting	Lichaamswerking	hart
bren001scha01_01.TEI.2.text.body.div.div.sp.2536.s.4	Opluchting	Lichaamsdeel	hart
bren001scha01_01.TEI.2.text.body.div.div.sp.2536.s.4	Blijdschap	Lichaamswerking	hart
bren001scha01_01.TEI.2.text.body.div.div.sp.2536.s.4	Blijdschap	Lichaamsdeel	hart
bren001scha01_01.TEI.2.text.body.div.div.sp.2536.s.4	Verdriet	Emotie	smart
bren001scha01_01.TEI.2.text.body.div.div.sp.2561.s.1	Verdriet	Lichaamswerking	pijn
bren001scha01_01.TEI.2.text.body.div.div.sp.2569.s.1	Blijdschap	Emotie	verblijden
bren001scha01_01.TEI.2.text.body.div.div.sp.p.2618.s.3	Angst	EmotioneleHandeling	siddert gij
bren001scha01_01.TEI.2.text.body.div.div.sp.p.2623.s.1	Berusting	Lichaamswerking	koelheid
bren001scha01_01.TEI.2.text.body.div.div.sp.p.2623.s.1	Berusting	Emotie	koelheid
bren001scha01_01.TEI.2.text.body.div.div.sp.p.2623.s.1	Woede	Lichaamswerking	hitte
bren001scha01_01.TEI.2.text.body.div.div.sp.p.2623.s.1	Woede	Emotie	hitte
bren001scha01_01.TEI.2.text.body.div.div.sp.p.2623.s.2	Wraakzucht	EmotioneleHandeling	wraake
bren001scha01_01.TEI.2.text.body.div.div.sp.p.2623.s.2	Wraakzucht	Emotie	wraake
bren001scha01_01.TEI.2.text.body.div.div.sp.speaker.2635.s.1	Walging	Emotie	verachting
bren001scha01_01.TEI.2.text.body.div.div.sp.p.2647.s.3	Wanhoop	EmotioneleHandeling	valt hem te voet
bren001scha01_01.TEI.2.text.body.div.div.sp.p.2647.s.3	Verlangen	EmotioneleHandeling	valt hem te voet
bren001scha01_01.TEI.2.text.body.div.div.sp.p.2676.s.2	Woede	Lichaamswerking	kwaadheid
bren001scha01_01.TEI.2.text.body.div.div.sp.p.2676.s.2	Woede	Emotie	kwaadheid
bren001scha01_01.TEI.2.text.body.div.div.sp.2708.s.2	Liefde	Lichaamswerking	mijn hart , waar in de liefde blonk
bren001scha01_01.TEI.2.text.body.div.div.sp.2708.s.2	Liefde	Lichaamsdeel	hart
bren001scha01_01.TEI.2.text.body.div.div.sp.2708.s.2	Liefde	Emotie	liefde
bren001scha01_01.TEI.2.text.body.div.div.sp.2708.s.2	Verdriet	Emotie	smarten
bren001scha01_01.TEI.2.text.body.div.div.sp.2723.s.1	Angst	Emotie	angst
bren001scha01_01.TEI.2.text.body.div.div.sp.2739.s.3	Liefde	Emotie	beminnen
bren001scha01_01.TEI.2.text.body.div.div.sp.2755.s.1	Woede	Lichaamswerking	mijn tong verstijft
bren001scha01_01.TEI.2.text.body.div.div.sp.2755.s.1	Woede	Lichaamsdeel	tong
bren001scha01_01.TEI.2.text.body.div.div.sp.2755.s.1	Wraakzucht	Lichaamswerking	mijn tong verstijft
bren001scha01_01.TEI.2.text.body.div.div.sp.2755.s.1	Wraakzucht	Lichaamsdeel	tong
bren001scha01_01.TEI.2.text.body.div.div.stage.2757.s.1	Woede	Emotie	woede
bren001scha01_01.TEI.2.text.body.div.div.sp.p.2761.s.1	Blijdschap	Lichaamswerking	verrukt mij
bren001scha01_01.TEI.2.text.body.div.div.sp.p.2761.s.1	Woede	Emotie	woede
bren001scha01_01.TEI.2.text.body.div.div.lg.2771.s.2	Wraakzucht	Emotie	wraakzucht
bren001scha01_01.TEI.2.text.body.div.div.lg.2771.s.3	Wraakzucht	Emotie	wraak
fres003pefr01_01.TEI.2.text.body.div.div.sp.218.s.2	Angst	Emotie	vrees
fres003pefr01_01.TEI.2.text.body.div.div.sp.271.s.2	Woede	EmotioneleHandeling	op-scheuren
fres003pefr01_01.TEI.2.text.body.div.div.sp.340.s.2	Overig	Emotie	nieuwsgierigheid
fres003pefr01_01.TEI.2.text.body.div.div.sp.498.s.2	Woede	Emotie	spyt
fres003pefr01_01.TEI.2.text.body.div.div.sp.563.s.3	Angst	Lichaamswerking	bezwyk
